name	uuid	color	loyalty	mana_cost	text	type	power	toughness
Illness in the Ranks	0edd2699-681e-5616-8500-77610b2fcb2a	['B']		{B}	Creature tokens get -1/-1.			
Illuminate	c89afa71-3245-576c-a6a1-608a4372dee0	['R']		{X}{R}	"Kicker {2}{R} and/or {3}{U} (You may pay an additional {2}{R} and/or {3}{U} as you cast this spell.)
Illuminate deals X damage to target creature. If this spell was kicked with its {2}{R} kicker, it deals X damage to that creature's controller. If this spell was kicked with its {3}{U} kicker, you draw X cards."			
Illuminated Folio	6f0b049f-1d04-5c3f-a2af-532f28a3807b			{5}	{1}, {T}, Reveal two cards from your hand that share a color: Draw a card.			
Illuminated Wings	48fe1dcf-c82f-5201-a99e-2e9877cf34c3	['U']		{1}{U}	"Enchant creature
Enchanted creature has flying.
{2}, Sacrifice Illuminated Wings: Draw a card."			
Illumination	77c0921e-b5a3-5637-a3da-3949992d1a37	['W']		{W}{W}	Counter target artifact or enchantment spell. Its controller gains life equal to its converted mana cost.			
Illusion	d226a1a1-bfad-5ea5-a0f7-b0ee4bcd737f	['U']		{U}	Target spell or permanent becomes the color of your choice until end of turn.			
Illusion of Choice	0484b158-c2bd-5d99-a4bb-3c0b9e1dfbab	['U']		{U}	"You choose how each player votes this turn.
Draw a card."			
Illusionary Armor	6d0424ab-37bf-5d8e-bfb1-f3caa9d36ba4	['U']		{4}{U}	"Enchant creature
Enchanted creature gets +4/+4.
When enchanted creature becomes the target of a spell or ability, sacrifice Illusionary Armor."			
Illusionary Forces	cfb426dd-eafb-5080-8e60-fbf3bd822868	['U']		{3}{U}	"Flying
Cumulative upkeep {U} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)"		4	4
Illusionary Informant	a5d388e5-f179-5959-ada9-75e8b5f5dc67	['U']		{1}{U}	"Draft Illusionary Informant face up.
During the draft, you may turn Illusionary Informant face down. If you do, look at the next card drafted by a player of your choice.
Flying"		1	3
Illusionary Mask	082f4f17-85f9-57ef-8376-271f175a28c3			{2}	{X}: You may choose a creature card in your hand whose mana cost could be paid by some amount of, or all of, the mana you spent on {X}. If you do, you may cast that card face down as a 2/2 creature spell without paying its mana cost. If the creature that spell becomes as it resolves has not been turned face up and would assign or deal damage, be dealt damage, or become tapped, instead it's turned face up and assigns or deals damage, is dealt damage, or becomes tapped. Activate this ability only any time you could cast a sorcery.			
Illusionary Presence	b1fbb3f4-df75-5fdd-90d8-9f8f36ff5400	['U']		{1}{U}{U}	"Cumulative upkeep {U} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
At the beginning of your upkeep, choose a land type. Illusionary Presence gains landwalk of the chosen type until end of turn. (It can't be blocked as long as defending player controls a land of that type.)"		2	2
Illusionary Servant	b087cdbf-b934-5fd1-84d0-a19a5e7af148	['U']		{1}{U}{U}	"Flying
When Illusionary Servant becomes the target of a spell or ability, sacrifice it."		3	4
Illusionary Terrain	ef46e3d5-8b6d-542f-8f4e-6c7841c40825	['U']		{U}{U}	"Cumulative upkeep {2} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
As Illusionary Terrain enters the battlefield, choose two basic land types.
Basic lands of the first chosen type are the second chosen type."			
Illusionary Wall	d6d9380c-de2d-5803-8a17-6d85060d569b	['U']		{4}{U}	"Defender, flying, first strike
Cumulative upkeep {U} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)"		7	4
Illusionist's Bracers	d1e625e6-eb96-517c-a849-b4c2dcaf000d			{2}	"Whenever an ability of equipped creature is activated, if it isn't a mana ability, copy that ability. You may choose new targets for the copy.
Equip {3}"			
Illusionist's Gambit	3f367514-fc9e-53ba-9d47-18967014d051	['U']		{2}{U}{U}	"Cast this spell only during the declare blockers step on an opponent's turn.
Remove all attacking creatures from combat and untap them. After this phase, there is an additional combat phase. Each of those creatures attacks that combat if able. They can't attack you or a planeswalker you control that combat."			
Illusionist's Stratagem	4ac1aeaa-5409-56ae-a592-e199e11d988d	['U']		{3}{U}	"Exile up to two target creatures you control, then return those cards to the battlefield under their owner's control.
Draw a card."			
Illusions of Grandeur	51a66b88-40bd-51ae-98c0-3a9b40791754	['U']		{3}{U}	"Cumulative upkeep {2} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
When Illusions of Grandeur enters the battlefield, you gain 20 life.
When Illusions of Grandeur leaves the battlefield, you lose 20 life."			
Illusory Ambusher	08bbd2ee-146c-5053-abf5-2c663858100a	['U']		{4}{U}	"Flash (You may cast this spell any time you could cast an instant.)
Whenever Illusory Ambusher is dealt damage, draw that many cards."		4	1
Illusory Angel	032cd3eb-a2a6-5c72-8738-86ca366b0ca2	['U']		{2}{U}	"Cast this spell only if you've cast another spell this turn.
Flying"		4	4
Illusory Demon	5b46d81e-28db-5421-bfa6-2fc88ccbe82a	['B', 'U']		{1}{U}{B}	"Flying
When you cast a spell, sacrifice Illusory Demon."		4	3
Illusory Gains	794eb041-2850-5e9d-b36b-bfc7d5d3b377	['U']		{3}{U}{U}	"Enchant creature
You control enchanted creature.
Whenever a creature enters the battlefield under an opponent's control, attach Illusory Gains to that creature."			
Illusory Wrappings	3a6be689-0167-5fe3-b5db-1c435105efca	['U']		{2}{U}	"Enchant creature
Enchanted creature has base power and toughness 0/2."			
Imagecrafter	f3b19398-11d7-53be-80ef-c2db19a65ced	['U']		{U}	{T}: Choose a creature type other than Wall. Target creature becomes that type until end of turn.		1	1
Imaginary Pet	4e8c73a0-15b7-5623-9620-f8e6fe37a1ff	['U']		{1}{U}	At the beginning of your upkeep, if you have a card in hand, return Imaginary Pet to its owner's hand.		4	4
Imaginary Threats	ca39a6de-b1ad-5b11-b636-b63e92c20ffd	['U']		{2}{U}{U}	"Creatures target opponent controls attack this turn if able. During that player's next untap step, creatures they control don't untap.
Cycling {2} ({2}, Discard this card: Draw a card.)"			
Imi Statue	8d1ff5aa-5c1c-5136-a6d0-8d9189eccd8f			{3}	Players can't untap more than one artifact during their untap steps.			
Immaculate Magistrate	e278e824-2d8b-5f8e-974e-63d0fda04514	['G']		{3}{G}	{T}: Put a +1/+1 counter on target creature for each Elf you control.		2	2
Immediate Action	059f369d-42a5-56be-a13f-444838df2ac6				"Hidden agenda (Start the game with this conspiracy face down in the command zone and secretly choose a card name. You may turn this conspiracy face up any time and reveal that name.)
Creatures you control with the chosen name have haste."			
Immersturm	1e96e98a-fcc4-5f6c-89f8-8e26c34014d4				"Whenever a creature enters the battlefield, that creature's controller may have it deal damage equal to its power to any target of their choice.
Whenever you roll {CHAOS}, exile target creature, then return it to the battlefield under its owner's control."			
Immerwolf	8786d886-a93f-56e0-a688-578d8fa63ad4	['G', 'R']		{1}{R}{G}	"Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)
Each other creature you control that's a Wolf or a Werewolf gets +1/+1.
Non-Human Werewolves you control can't transform."		2	2
Imminent Doom	28495e01-2b4c-50e6-99d2-ba2bc108fe21	['R']		{2}{R}	"Imminent Doom enters the battlefield with a doom counter on it.
Whenever you cast a spell with converted mana cost equal to the number of doom counters on Imminent Doom, Imminent Doom deals that much damage to any target. Then put a doom counter on Imminent Doom."			
Immobilizer Eldrazi	8c35ddb0-1cd8-5a72-8ab3-9b5730901cd4			{1}{R}	"Devoid (This card has no color.)
{2}{C}: Each creature with toughness greater than its power can't block this turn. ({C} represents colorless mana.)"		2	1
Immobilizing Ink	2a3ce510-c26c-5cee-8606-96514c84068c	['U']		{1}{U}	"Enchant creature
Enchanted creature doesn't untap during its controller's untap step.
Enchanted creature has ""{1}, Discard a card: Untap this creature."""			
Immolating Glare	0ffb055d-b645-5de6-ad6b-112bcb38d514	['W']		{1}{W}	Destroy target attacking creature.			
Immolating Souleater	9a2e3b42-9f9b-5835-8d0d-17655a82a1b1			{2}	{R/P}: Immolating Souleater gets +1/+0 until end of turn. ({R/P} can be paid with either {R} or 2 life.)		1	1
Immolation	53df2a17-513d-51bf-87a5-47be7ff0ed3a	['R']		{R}	"Enchant creature
Enchanted creature gets +2/-2."			
Immolation Shaman	227c68e7-9069-5900-ba0b-898a17fdf11f	['R']		{1}{R}	"Whenever an opponent activates an ability of an artifact, creature, or land that isn't a mana ability, Immolation Shaman deals 1 damage to that player.
{3}{R}{R}: Immolation Shaman gets +3/+3 and gains menace until end of turn."		1	3
Immortal Coil	242b16ef-f7fb-5a9f-9096-229761004873	['B']		{2}{B}{B}	"{T}, Exile two cards from your graveyard: Draw a card.
If damage would be dealt to you, prevent that damage. Exile a card from your graveyard for each 1 damage prevented this way.
When there are no cards in your graveyard, you lose the game."			
Immortal Phoenix	122c8a6a-a1d4-5862-b8e2-99624a3cde0c	['R']		{4}{R}{R}	"Flying
When Immortal Phoenix dies, return it to its owner's hand."		5	3
Immortal Servitude	5f8a87d5-8f04-5b2e-af4c-acad24d54bc8	['B', 'W']		{X}{W/B}{W/B}{W/B}	Return each creature card with converted mana cost X from your graveyard to the battlefield.			
Imp's Mischief	801c67cc-1187-5084-b330-79257f1d5897	['B']		{1}{B}	Change the target of target spell with a single target. You lose life equal to that spell's converted mana cost.			
Impact Resonance	5f51dcfa-9c97-5410-aa2a-4a97b52ce097	['R']		{1}{R}	Impact Resonance deals X damage divided as you choose among any number of target creatures, where X is the greatest amount of damage dealt by a source to a permanent or player this turn.			
Impact Tremors	df3d4e87-0ead-522c-ab20-31edf3ad6b32	['R']		{1}{R}	Whenever a creature enters the battlefield under your control, Impact Tremors deals 1 damage to each opponent.			
Impale	dd9549a8-33c5-5889-9d78-eea54e51dff5	['B']		{2}{B}{B}	Destroy target creature.			
Impaler Shrike	a1df139c-530f-54af-aa12-009466e0114d	['U']		{2}{U}{U}	"Flying
Whenever Impaler Shrike deals combat damage to a player, you may sacrifice it. If you do, draw three cards."		3	1
Impassioned Orator	67861d16-f382-5625-a1e6-fbbbe181fb79	['W']		{1}{W}	Whenever another creature enters the battlefield under your control, you gain 1 life.		2	2
Impatience	ec42a427-a3c9-5799-a24d-6db33ed42ea1	['R']		{2}{R}	At the beginning of each player's end step, if that player didn't cast a spell this turn, Impatience deals 2 damage to that player.			
Impeccable Timing	f4b07aeb-8753-5938-babd-22a577dd3b0c	['W']		{1}{W}	Impeccable Timing deals 3 damage to target attacking or blocking creature.			
Impelled Giant	ae4b7d92-fb01-5ede-a189-f9736aff324a	['R']		{4}{R}{R}	"Trample
Tap an untapped red creature you control other than Impelled Giant: Impelled Giant gets +X/+0 until end of turn, where X is the power of the creature tapped this way."		3	3
Impending Disaster	256f70de-44f7-504a-a90b-be4c14e44f16	['R']		{1}{R}	At the beginning of your upkeep, if there are seven or more lands on the battlefield, sacrifice Impending Disaster and destroy all lands.			
Imperial Aerosaur	e83a1880-4bb9-5bf3-a4ba-29fa6ae974fe	['W']		{3}{W}	"Flying
When Imperial Aerosaur enters the battlefield, another target creature you control gets +1/+1 and gains flying until end of turn."		3	3
Imperial Ceratops	0bc11bfe-9cf1-54a9-a896-2b48d7254a5e	['W']		{4}{W}	Enrage — Whenever Imperial Ceratops is dealt damage, you gain 2 life.		3	5
Imperial Edict	24a763a4-0377-575a-b00f-d46c8285be3c	['B']		{1}{B}	Target opponent chooses a creature they control. Destroy that creature.			
Imperial Hellkite	7c9f345d-2c15-55f4-a1e3-50a7ebb7241a	['R']		{5}{R}{R}	"Flying
Morph {6}{R}{R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
When Imperial Hellkite is turned face up, you may search your library for a Dragon card, reveal it, and put it into your hand. If you do, shuffle your library."		6	6
Imperial Lancer	315e7f21-b559-5b17-882e-7702c99a6a2b	['W']		{W}	Imperial Lancer has double strike as long as you control a Dinosaur.		1	1
Imperial Mask	850528bc-f265-59cc-8f0c-5f2ebbb21f59	['W']		{4}{W}	"When Imperial Mask enters the battlefield, if it's not a token, each of your teammates creates a token that's a copy of Imperial Mask.
You have hexproof. (You can't be the target of spells or abilities your opponents control.)"			
Imperial Recruiter	2a12946b-b9d9-5511-ac2c-a189811f0c9c	['R']		{2}{R}	When Imperial Recruiter enters the battlefield, search your library for a creature card with power 2 or less, reveal it, put it into your hand, then shuffle your library.		1	1
Imperial Seal	6d0f9481-60e8-565d-bc1b-8901cd996a22	['B']		{B}	Search your library for a card, then shuffle your library and put that card on top of it. You lose 2 life.			
Imperiosaur	dac8d2e5-0e65-512b-bc79-6470f2a0b99a	['G']		{2}{G}{G}	Spend only mana produced by basic lands to cast Imperiosaur.		5	5
Imperious Oligarch	26ab4020-2bfd-5cf7-b722-e02cc241c4c7	['B', 'W']		{W}{B}	"Vigilance
Afterlife 1 (When this creature dies, create a 1/1 white and black Spirit creature token with flying.)"		2	1
Imperious Perfect	0ae171ad-c5f0-54b8-9775-f4c2334a8d37	['G']		{2}{G}	"Other Elf creatures you control get +1/+1.
{G}, {T}: Create a 1/1 green Elf Warrior creature token."		2	2
Impervious Greatwurm	2dd0da3d-0df8-5ba1-9fb3-378525d5804d	['G']		{7}{G}{G}{G}	"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Indestructible"		16	16
Impetuous Devils	b170f558-da17-59e5-89ac-f9ce44c20f7b	['R']		{2}{R}{R}	"Trample, haste
When Impetuous Devils attacks, up to one target creature defending player controls blocks it this combat if able.
At the beginning of the end step, sacrifice Impetuous Devils."		6	1
Impetuous Protege	5bbb945d-733f-51c0-9cf9-b1c02f5d2e38	['R']		{2}{R}	"Partner with Proud Mentor (When this creature enters the battlefield, target player may put Proud Mentor into their hand from their library, then shuffle.)
Whenever Impetuous Protege attacks, it gets +X/+0 until end of turn, where X is the greatest power among tapped creatures your opponents control."		0	4
Impetuous Sunchaser	3e11b210-94c5-52ca-93e8-5fabc3e76490	['R']		{1}{R}	"Flying, haste
Impetuous Sunchaser attacks each combat if able."		1	1
Implement of Combustion	675e136d-f8da-58b5-a32a-88573e8c77b1			{1}	"{R}, Sacrifice Implement of Combustion: It deals 1 damage to target player or planeswalker.
When Implement of Combustion is put into a graveyard from the battlefield, draw a card."			
Implement of Examination	7cd27236-f04a-5416-bbe6-994feaa298e6			{3}	"{U}, Sacrifice Implement of Examination: Draw a card.
When Implement of Examination is put into a graveyard from the battlefield, draw a card."			
Implement of Ferocity	3801ac1c-67f8-5575-9395-00be21dcb917			{1}	"{G}, Sacrifice Implement of Ferocity: Put a +1/+1 counter on target creature. Activate this ability only any time you could cast a sorcery.
When Implement of Ferocity is put into a graveyard from the battlefield, draw a card."			
Implement of Improvement	795b8e7d-ceb7-5791-b99c-6c568ad4f7fe			{1}	"{W}, Sacrifice Implement of Improvement: You gain 2 life.
When Implement of Improvement is put into a graveyard from the battlefield, draw a card."			
Implement of Malice	fa6a0843-e2b6-50d8-a213-5421706c9fe4			{2}	"{B}, Sacrifice Implement of Malice: Target player discards a card. Activate this ability only any time you could cast a sorcery.
When Implement of Malice is put into a graveyard from the battlefield, draw a card."			
Implements of Sacrifice	9bdb144f-a12f-5d46-8715-aae569dd4527			{2}	{1}, {T}, Sacrifice Implements of Sacrifice: Add two mana of any one color.			
Implode	f6441c2d-229c-5e12-b798-ba084e5922bf	['R']		{4}{R}	"Destroy target land.
Draw a card."			
Imposing Sovereign	e0673627-7639-5645-94be-e162877d9f72	['W']		{1}{W}	Creatures your opponents control enter the battlefield tapped.		2	1
Imposing Visage	0ab6545a-87ad-5387-a392-97813256d992	['R']		{R}	"Enchant creature
Enchanted creature has menace. (It can't be blocked except by two or more creatures.)"			
Impostor of the Sixth Pride	ea0cdd80-8bd2-5deb-a1e5-9c1f27f434fe	['W']		{1}{W}	Changeling (This card is every creature type.)		3	1
Imprison	d077035f-6f5d-5001-93e5-85e6a02ecb7a	['B']		{B}	"Enchant creature
Whenever a player activates an ability of enchanted creature with {T} in its activation cost that isn't a mana ability, you may pay {1}. If you do, counter that ability. If you don't, destroy Imprison.
Whenever enchanted creature attacks or blocks, you may pay {1}. If you do, tap the creature, remove it from combat, and creatures it was blocking that had become blocked by only that creature this combat become unblocked. If you don't, destroy Imprison."			
Imprison This Insolent Wretch	aac57d45-2a25-56da-ab3b-10ab7e1f2a2a				"(An ongoing scheme remains face up until it's abandoned.)
When you set this scheme in motion, choose an opponent.
Permanents the chosen player controls don't untap during their untap step.
When the chosen player is attacked or becomes the target of a spell or ability, abandon this scheme."			
Imprisoned in the Moon	477b2379-9d83-5f4e-8ded-3670396baa4c	['U']		{2}{U}	"Enchant creature, land, or planeswalker
Enchanted permanent is a colorless land with ""{T}: Add {C}"" and loses all other card types and abilities."			
Impromptu Raid	1b8186cf-fa87-5ff0-b0b8-6a9faa0e1701	['G', 'R']		{3}{R/G}	{2}{R/G}: Reveal the top card of your library. If it isn't a creature card, put it into your graveyard. Otherwise, put that card onto the battlefield. That creature gains haste. Sacrifice it at the beginning of the next end step.			
Improvised Armor	4b7f1375-550a-56c0-96e9-fc5d608a8276	['W']		{3}{W}	"Enchant creature
Enchanted creature gets +2/+5.
Cycling {3} ({3}, Discard this card: Draw a card.)"			
Imps' Taunt	31a5ed4a-2de8-5080-8a7a-32030a784a6a	['B']		{1}{B}	"Buyback {3} (You may pay an additional {3} as you cast this spell. If you do, put this card into your hand as it resolves.)
Target creature attacks this turn if able."			
Impulse	ed46a445-370b-54c5-b380-b32e3d430f15	['U']		{1}{U}	Look at the top four cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.			
Impulsive Charge	779e29fd-f233-52cc-853c-6275c5abcc3c				At the beginning of combat this turn, all Revelers gain haste until end of turn and attack this combat if able.			
Impulsive Destruction	54a821fb-87b2-5716-b6c2-9b40505c4afb				Each player may sacrifice an artifact or enchantment. Impulsive Destruction deals 3 damage to each player who didn't sacrifice a permanent this way.			
Impulsive Maneuvers	8cba879d-420c-5d1d-849e-ee241660c3a5	['R']		{2}{R}{R}	Whenever a creature attacks, flip a coin. If you win the flip, the next time that creature would deal combat damage this turn, it deals double that damage instead. If you lose the flip, the next time that creature would deal combat damage this turn, prevent that damage.			
Impulsive Return	2bfe491b-a541-5096-84eb-cdadf826bfd7				Return two cards named Ecstatic Piper from Xenagos's graveyard to the battlefield. At the beginning of combat this turn, Impulsive Return deals damage to each player equal to the number of Revelers on the battlefield.			
In Bolas's Clutches	70373012-298d-5492-b64a-8e085dd3ea0c	['U']		{4}{U}{U}	"Enchant permanent
You control enchanted permanent.
Enchanted permanent is legendary."			
In Garruk's Wake	62aae40e-5bb7-57ba-b16c-385b319b3dc3	['B']		{7}{B}{B}	Destroy all creatures you don't control and all planeswalkers you don't control.			
In Oketra's Name	4b847ec9-3c1f-5928-8b75-c54d55755164	['W']		{1}{W}	Zombies you control get +2/+1 until end of turn. Other creatures you control get +1/+1 until end of turn.			
In the Eye of Chaos	af67bb0e-44cd-5f1b-925f-bf70febd60dc	['U']		{2}{U}	Whenever a player casts an instant spell, counter it unless that player pays {X}, where X is its converted mana cost.			
In the Web of War	68398b24-c4fe-51a5-a780-3863551f2e6b	['R']		{3}{R}{R}	Whenever a creature enters the battlefield under your control, it gets +2/+0 and gains haste until end of turn.			
Inaction Injunction	bb9d1639-0775-5bc5-9f7d-d7bd6cbfc0fb	['U']		{1}{U}	"Detain target creature an opponent controls. (Until your next turn, that creature can't attack or block and its activated abilities can't be activated.)
Draw a card."			
Inalla, Archmage Ritualist	0c8accf7-7bcb-555c-8af7-d27d015e996f	['B', 'R', 'U']		{2}{U}{B}{R}	"Eminence — Whenever another nontoken Wizard enters the battlefield under your control, if Inalla, Archmage Ritualist is in the command zone or on the battlefield, you may pay {1}. If you do, create a token that's a copy of that Wizard. The token gains haste. Exile it at the beginning of the next end step.
Tap five untapped Wizards you control: Target player loses 7 life."		4	5
Iname as One	09fb0993-5e68-5256-b969-f234a751a01c	['B', 'G']		{8}{B}{B}{G}{G}	"When Iname as One enters the battlefield, if you cast it from your hand, you may search your library for a Spirit permanent card, put it onto the battlefield, then shuffle your library.
When Iname as One dies, you may exile it. If you do, return target Spirit permanent card from your graveyard to the battlefield."		8	8
Iname, Death Aspect	80092de1-4069-5906-b816-46b55bc35a8b	['B']		{4}{B}{B}	When Iname, Death Aspect enters the battlefield, you may search your library for any number of Spirit cards and put them into your graveyard. If you do, shuffle your library.		4	4
Iname, Life Aspect	a0970289-15b7-51ec-9b4e-3d266babf079	['G']		{4}{G}{G}	When Iname, Life Aspect dies, you may exile it. If you do, return any number of target Spirit cards from your graveyard to your hand.		4	4
Incandescent Soulstoke	8b1b24d0-2d99-596f-917e-544b89f54104	['R']		{2}{R}	"Other Elemental creatures you control get +1/+1.
{1}{R}, {T}: You may put an Elemental creature card from your hand onto the battlefield. That creature gains haste until end of turn. Sacrifice it at the beginning of the next end step."		2	2
Incendiary	dd04c5b6-08f6-54b1-ad6b-10b4184660e1	['R']		{R}	"Enchant creature
At the beginning of your upkeep, you may put a fuse counter on Incendiary.
When enchanted creature dies, Incendiary deals X damage to any target, where X is the number of fuse counters on Incendiary."			
Incendiary Command	8e7df4a5-6b27-51ac-9ac3-8f15208db9e9	['R']		{3}{R}{R}	"Choose two —
• Incendiary Command deals 4 damage to target player or planeswalker.
• Incendiary Command deals 2 damage to each creature.
• Destroy target nonbasic land.
• Each player discards all the cards in their hand, then draws that many cards."			
Incendiary Dissent	d382b8f1-0703-5b1a-a6bf-9423e3ac8b9b				"Hidden agenda (Start the game with this conspiracy face down in the command zone and secretly choose a card name. You may turn this conspiracy face up any time and reveal that name.)
Creatures you control with the chosen name have ""{R}: This creature gets +1/+0 until end of turn."""			
Incendiary Flow	df9005d9-2658-5e9c-8d5c-55276d6e99a9	['R']		{1}{R}	Incendiary Flow deals 3 damage to any target. If a creature dealt damage this way would die this turn, exile it instead.			
Incendiary Sabotage	50f70252-3094-5c66-b3d8-1b2e56fb502f	['R']		{2}{R}{R}	"As an additional cost to cast this spell, sacrifice an artifact.
Incendiary Sabotage deals 3 damage to each creature."			
Incinerate	4009da3b-ec6a-51a4-b184-30c8028603e1	['R']		{1}{R}	Incinerate deals 3 damage to any target. A creature dealt damage this way can't be regenerated this turn.			
Incite	7063b2fd-cf89-5deb-99fd-b9573088a05d	['R']		{R}	Target creature becomes red until end of turn and attacks this turn if able.			
Incite Hysteria	c7fb3e03-8ff8-5943-bf57-44efaac32148	['R']		{2}{R}	"Radiance — Until end of turn, target creature and each other creature that shares a color with it gain ""This creature can't block."""			
Incite Insight	6b5b9eab-bd91-5b96-9ca0-cdd4c8fe3887	['U']		{X}{U}{U}	Assemble X Contraptions. (To assemble a Contraption, put the top card of your Contraption deck face up onto one of your sprockets.)			
Incite Rebellion	223c3662-479c-5627-a1e8-5ae48ef3505c	['R']		{4}{R}{R}	For each player, Incite Rebellion deals damage to that player and each creature that player controls equal to the number of creatures they control.			
Incite War	10646e44-44c3-59fd-9f75-3b7326a606e5	['R']		{2}{R}	"Choose one —
• Creatures target player controls attack this turn if able.
• Creatures you control gain first strike until end of turn.
Entwine {2} (Choose both if you pay the entwine cost.)"			
Incited Rabble	bf9aa1fa-efbf-5e99-af19-3f337738090a	['R']			"Incited Rabble attacks each combat if able.
{2}: Incited Rabble gets +1/+0 until end of turn."		2	3
Incoming!	6696e97a-9f5f-5469-9743-6b3f51569353	['G']		{4}{G}{G}{G}{G}	Each player searches their library for any number of artifact, creature, enchantment, and/or land cards, puts them onto the battlefield, then shuffles their library.			
Incongruity	b6ef6805-caf7-57d0-af32-c5f6ddd3d197	['U', 'G']		{1}{G}{U}	Exile target creature. That creature's controller creates a 3/3 green Frog Lizard creature token.			
Incorrigible Youths	a6546811-b1e5-531e-9b7f-a86a85acdb72	['R']		{3}{R}{R}	"Haste
Madness {2}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)"		4	3
Increasing Ambition	b6053496-ac45-5579-9365-8af405a8c4b0	['B']		{4}{B}	"Search your library for a card and put that card into your hand. If this spell was cast from a graveyard, instead search your library for two cards and put those cards into your hand. Then shuffle your library.
Flashback {7}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)"			
Increasing Confusion	afab748f-2d9c-5195-bae2-ed33274c8969	['U']		{X}{U}	"Target player puts the top X cards of their library into their graveyard. If this spell was cast from a graveyard, that player puts twice that many cards into their graveyard instead.
Flashback {X}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)"			
Increasing Devotion	f35fca73-259d-507b-a7e6-44c3075c073e	['W']		{3}{W}{W}	"Create five 1/1 white Human creature tokens. If this spell was cast from a graveyard, create ten of those tokens instead.
Flashback {7}{W}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)"			
Increasing Savagery	33839032-fc38-5ea4-813b-7182c17d5e22	['G']		{2}{G}{G}	"Put five +1/+1 counters on target creature. If this spell was cast from a graveyard, put ten +1/+1 counters on that creature instead.
Flashback {5}{G}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)"			
Increasing Vengeance	f5b3b648-38c5-510f-8f97-6f48ada53ab5	['R']		{R}{R}	"Copy target instant or sorcery spell you control. If this spell was cast from a graveyard, copy that spell twice instead. You may choose new targets for the copies.
Flashback {3}{R}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)"			
Incremental Blight	04f3fa45-2bc1-53b4-8b58-604c518a48b6	['B']		{3}{B}{B}	Put a -1/-1 counter on target creature, two -1/-1 counters on another target creature, and three -1/-1 counters on a third target creature.			
Incremental Growth	1cc24ec9-1deb-5f90-a3f1-335ad06125d1	['G']		{3}{G}{G}	Put a +1/+1 counter on target creature, two +1/+1 counters on another target creature, and three +1/+1 counters on a third target creature.			
Incubation	350c7e7b-e37c-5d5b-95cd-7df71e4f3b8c	['U', 'G']		{G/U}	Look at the top five cards of your library. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.			
Incubation Druid	ca3cf9f9-1e1e-58d8-a320-9c749dafc715	['G']		{1}{G}	"{T}: Add one mana of any type that a land you control could produce. If Incubation Druid has a +1/+1 counter on it, add three mana of that type instead.
{3}{G}{G}: Adapt 3. (If this creature has no +1/+1 counters on it, put three +1/+1 counters on it.)"		0	2
Incubator Drone	a3ff2a53-42ec-58b2-a1b5-f95499321dcc			{3}{U}	"Devoid (This card has no color.)
When Incubator Drone enters the battlefield, create a 1/1 colorless Eldrazi Scion creature token. It has ""Sacrifice this creature: Add {C}."""		2	3
Incurable Ogre	7588b3eb-008d-505f-aa23-1b3c489bb9a9	['R']		{3}{R}			5	1
Incursion Specialist	a5ff5ec4-1841-5e43-942e-e1e3acb29079	['U']		{1}{U}	Whenever you cast your second spell each turn, Incursion Specialist gets +2/+0 until end of turn and can't be blocked this turn.		1	3
Indebted Samurai	72be41d0-d8f0-58de-b947-0ffc57a9c06f	['W']		{3}{W}	"Bushido 1 (Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.)
Whenever a Samurai you control dies, you may put a +1/+1 counter on Indebted Samurai."		2	3
Indentured Djinn	fbb18997-89eb-5652-9bfb-8122a2630472	['U']		{1}{U}{U}	"Flying
When Indentured Djinn enters the battlefield, each other player may draw up to three cards."		4	4
Indentured Oaf	4a9de1e1-50ec-5f99-9312-e001a752913a	['R']		{3}{R}	Prevent all damage that Indentured Oaf would deal to red creatures.		4	3
Independent Troops	c08ac069-1e32-55b7-b583-dff9480aa866	['R']		{1}{R}			2	1
Indestructibility	2ae5255d-2025-5012-8eb9-551e6e1f1b10	['W']		{3}{W}	"Enchant permanent
Enchanted permanent has indestructible. (Effects that say ""destroy"" don't destroy that permanent. A creature with indestructible can't be destroyed by damage.)"			
